1406,28-12-2015,curd
2369,07-01-2014,beef
4098,06-02-2015,whole milk
2495,04-07-2015,frankfurter
4976,11-07-2015,misc. beverages
4933,02-07-2014,rolls/buns
4251,01-07-2014,ice cream
1309,06-05-2014,pastry
4495,08-04-2015,other vegetables
4692,27-10-2015,chocolate
3860,05-05-2015,whole milk
1870,17-06-2014,rolls/buns
4738,15-08-2015,whole milk
3484,04-07-2014,frozen meals
4117,11-08-2015,pot plants
4232,07-07-2014,root vegetables
4079,20-09-2015,pork
4308,24-01-2015,whole milk
2984,24-02-2015,mustard
3242,23-02-2015,yogurt
2380,12-02-2015,domestic eggs
2129,18-03-2015,whole milk
2472,01-02-2014,other vegetables
3939,10-02-2015,ketchup
1305,23-05-2015,white wine
4257,28-06-2015,herbs
1898,11-11-2014,sugar
2401,28-02-2014,specialty chocolate
1489,13-03-2015,pork
1997,26-10-2015,pip fruit
1265,07-03-2015,other vegetables
4743,24-01-2015,pastry
2138,04-03-2015,white wine
3183,07-08-2015,rolls/buns
1532,11-10-2014,liquor (appetizer)
2393,26-09-2014,sugar
2796,18-04-2014,other vegetables
1943,14-01-2015,chicken
3519,30-07-2015,hamburger meat
2127,16-04-2014,pastry
4872,20-10-2014,yogurt
3653,12-09-2015,rolls/buns
3165,18-08-2015,male cosmetics
2816,01-10-2015,rolls/buns
4540,26-12-2014,frozen vegetables
3021,22-06-2014,root vegetables
4697,09-01-2015,whole milk
2372,10-10-2014,whole milk
1260,09-07-2014,sausage
2139,16-04-2015,frankfurter
2261,18-06-2015,sausage
1878,27-11-2015,citrus fruit
4535,31-08-2014,whole milk
3775,07-07-2015,beverages
2306,13-12-2014,whole milk
4669,05-08-2014,domestic eggs
2487,09-07-2015,ice cream
4741,10-12-2014,fruit/vegetable juice
4952,26-08-2015,pastry
4717,03-05-2015,whole milk
3094,15-12-2014,waffles
1668,05-05-2015,frozen meals
1209,01-11-2014,sausage
3529,02-09-2014,dental care
1182,01-09-2015,ice cream
4989,03-06-2015,rolls/buns
4886,04-07-2014,cat food
4835,19-02-2015,frozen vegetables
2639,08-06-2014,canned fish
1615,07-06-2014,white bread
4985,31-05-2014,dessert
3061,10-02-2015,berries
3581,12-04-2015,tropical fruit
1618,13-07-2014,sugar
3123,17-10-2014,packaged fruit/vegetables
4406,27-05-2015,chewing gum
2990,24-04-2014,curd
4982,01-08-2015,canned beer
4304,01-02-2015,canned beer
1867,22-02-2014,butter
1246,03-03-2014,yogurt
2093,02-06-2014,other vegetables
1855,26-09-2014,hamburger meat
1771,20-03-2015,specialty bar
2204,27-09-2015,liquor (appetizer)
3297,29-05-2014,processed cheese
3462,16-05-2015,shopping bags
3429,01-04-2015,whipped/sour cream
1466,24-05-2014,root vegetables
3119,02-07-2014,flour
3727,13-07-2014,long life bakery product
4708,20-03-2015,specialty bar
3755,28-09-2015,beef
3568,17-10-2015,other vegetables
2605,02-06-2014,yogurt
2524,10-09-2015,bottled beer
4960,15-08-2015,other vegetables
1332,03-04-2015,canned fish
3751,11-01-2014,specialty chocolate
2903,08-08-2015,frankfurter
2058,02-04-2014,rolls/buns
1422,31-05-2015,processed cheese
1831,29-07-2014,whole milk
1016,30-09-2015,mayonnaise
1668,14-03-2015,herbs
4215,31-05-2015,mustard
2718,08-06-2015,chicken
3587,03-08-2014,shopping bags
3454,17-12-2015,other vegetables
4693,18-08-2015,frankfurter
4321,13-08-2014,grapes
2997,10-02-2015,fish
2589,29-04-2015,ice cream
1395,11-06-2015,brown bread
1001,20-01-2015,soda
4364,24-12-2015,mayonnaise
3581,12-04-2015,rolls/buns
3214,14-01-2015,tropical fruit
2188,08-10-2014,dessert
4859,07-06-2014,other vegetables
1233,31-07-2015,chicken
1715,25-02-2014,spread cheese
3830,10-07-2015,soda
3311,02-05-2015,misc. beverages
2822,16-06-2014,shopping bags
4486,23-10-2015,pork
2916,13-06-2015,whole milk
3323,09-12-2015,candles
3143,21-01-2015,rolls/buns
1711,26-02-2015,whole milk
4215,10-04-2014,newspapers
4155,26-01-2015,soda
3252,22-08-2015,chicken
2569,30-06-2015,beverages
1732,29-05-2015,long life bakery product
1625,08-09-2014,zwieback
1768,18-04-2015,long life bakery product
2521,14-12-2015,hard cheese
3180,19-10-2015,waffles
1454,13-01-2015,tropical fruit
2357,08-07-2015,bottled beer
1146,11-06-2015,bottled beer
3424,08-05-2014,other vegetables
2109,22-06-2014,bottled water
3962,28-05-2015,yogurt
2157,29-10-2015,fish
4546,20-03-2014,oil
4437,03-12-2014,whipped/sour cream
3369,29-12-2015,rolls/buns
1309,06-05-2014,margarine
1887,24-05-2014,bottled beer
2341,12-09-2014,soda
2636,11-09-2015,pastry
1932,04-09-2015,yogurt
2531,09-01-2014,chewing gum
2215,26-11-2015,cream cheese 
4906,17-07-2014,beef
1926,29-05-2015,yogurt
3973,02-09-2015,coffee
2560,17-05-2015,bottled water
4328,04-02-2015,pork
1832,23-04-2015,berries
3967,20-02-2014,whipped/sour cream
2749,22-06-2015,citrus fruit
2374,17-05-2014,canned beer
2388,19-11-2014,shopping bags
3794,28-04-2015,bottled water
4872,01-06-2014,whole milk
3206,29-06-2015,shopping bags
1566,24-02-2015,soda
1595,27-06-2014,beef
2453,28-08-2015,frozen meals
3963,21-02-2015,liquor (appetizer)
3157,08-10-2014,shopping bags
3117,03-03-2015,misc. beverages
3759,08-09-2015,whole milk
4201,06-08-2014,bottled beer
2904,28-09-2014,whipped/sour cream
1248,25-08-2015,beef
2042,19-12-2014,curd
1264,12-10-2015,tropical fruit
4382,13-11-2015,beef
2066,05-02-2014,frozen vegetables
4924,01-03-2015,chewing gum
4509,30-07-2014,frozen meals
1412,16-11-2015,butter
1129,10-09-2014,grapes
2787,05-03-2015,sausage
4875,12-05-2015,brown bread
4776,26-03-2015,canned beer
2404,15-10-2015,pip fruit
1565,14-12-2015,berries
4845,12-10-2015,frozen dessert
1341,21-04-2014,yogurt
2729,30-09-2014,beef
2171,31-03-2015,rolls/buns
4489,19-11-2015,shopping bags
4280,01-03-2014,specialty chocolate
2813,20-12-2014,yogurt
1384,24-01-2014,domestic eggs
2142,25-10-2014,tropical fruit
2775,21-07-2014,condensed milk
2230,24-07-2014,sausage
1473,27-02-2014,pasta
2051,03-12-2014,newspapers
3910,28-02-2015,photo/film
3267,14-11-2014,soda
4306,26-04-2015,brown bread
3042,14-09-2014,napkins
1523,28-03-2015,bottled water
3768,01-08-2015,bottled water
2271,16-06-2015,bottled water
2701,16-08-2014,margarine
3229,07-08-2015,bottled water
3773,27-11-2015,ham
2611,26-04-2014,domestic eggs
2394,22-11-2015,butter
4037,05-05-2014,tea
3682,24-12-2014,shopping bags
4689,04-06-2015,pastry
3923,28-06-2014,canned vegetables
3633,29-12-2015,herbs
4383,02-12-2014,whole milk
2463,06-12-2014,soda
2974,26-12-2015,herbs
4797,30-11-2014,canned beer
2365,29-11-2014,misc. beverages
4572,29-10-2015,pastry
4054,05-10-2014,cream cheese 
2339,28-03-2014,brown bread
4189,07-04-2015,long life bakery product
4347,07-03-2015,pork
4526,08-06-2015,canned beer
1395,25-08-2015,pork
4657,14-01-2015,yogurt
1377,14-03-2015,other vegetables
4295,26-10-2015,whole milk
4929,26-03-2015,butter
1287,07-08-2014,canned fruit
1026,15-03-2015,dental care
4400,21-01-2014,rolls/buns
1283,06-03-2015,napkins
1258,09-08-2014,rolls/buns
4170,03-05-2015,sausage
4695,17-10-2014,domestic eggs
1930,01-03-2015,soda
4625,07-04-2015,pasta
2553,21-06-2015,specialty bar
3868,19-08-2015,domestic eggs
2454,09-11-2014,pastry
3545,29-09-2015,berries
3225,19-09-2014,napkins
1198,29-07-2014,frozen fish
4683,17-09-2014,specialty bar
1219,03-07-2014,instant coffee
4160,05-09-2014,chocolate
3336,26-03-2015,pork
4407,06-06-2014,misc. beverages
3086,04-04-2015,shopping bags
4705,20-10-2014,tropical fruit
4783,25-07-2014,other vegetables
1476,31-03-2014,margarine
3751,01-01-2015,whole milk
3046,31-03-2015,newspapers
4988,04-10-2015,other vegetables
4939,16-02-2014,bottled beer
2561,27-11-2014,flour
4569,28-07-2014,pastry
1566,28-06-2014,other vegetables
3661,04-03-2014,pastry
1407,26-06-2015,pastry
3558,03-04-2015,ham
1583,28-07-2015,pastry
1565,12-12-2015,meat
4107,05-10-2014,frankfurter
3934,27-03-2014,rolls/buns
4799,08-08-2014,curd cheese
2375,09-12-2015,butter
4169,09-08-2014,soda
4505,30-12-2014,root vegetables
2668,01-12-2014,other vegetables
3755,14-04-2015,root vegetables
1528,01-02-2014,tropical fruit
2851,01-01-2015,fruit/vegetable juice
2146,22-10-2014,whole milk
1708,28-12-2015,rolls/buns
2284,11-03-2015,ice cream
1910,26-02-2014,margarine
4353,26-09-2014,newspapers
3495,11-03-2015,root vegetables
4569,27-07-2015,pip fruit
1815,04-12-2014,liquor
2038,04-02-2014,pastry
1252,28-08-2014,other vegetables
3652,15-11-2014,frozen vegetables
3686,01-04-2015,soda
3054,27-05-2015,spread cheese
3609,13-05-2014,specialty bar
4576,05-08-2015,root vegetables
1654,25-03-2015,rum
2277,18-01-2015,canned beer
2810,08-02-2014,frozen meals
4645,06-12-2015,hamburger meat
1798,04-07-2014,yogurt
4137,15-12-2014,soda
4977,19-04-2015,bottled beer
1367,05-08-2015,yogurt
4440,01-12-2015,sparkling wine
3956,20-05-2014,processed cheese
1154,06-04-2015,root vegetables
1169,25-01-2014,white bread
4390,15-11-2014,margarine
1285,21-06-2014,shopping bags
2577,25-10-2015,dessert
1150,29-08-2014,berries
1687,24-02-2014,sausage
3900,05-08-2014,pudding powder
3847,14-03-2014,coffee
4929,27-07-2015,potato products
2055,04-02-2015,pip fruit
4711,21-06-2014,whole milk
2590,16-12-2015,whipped/sour cream
1832,21-08-2014,coffee
3800,14-07-2014,domestic eggs
1969,10-02-2014,pork
4485,25-07-2015,curd
3364,06-05-2014,herbs
4462,07-06-2015,domestic eggs
1466,25-04-2014,root vegetables
3847,14-03-2014,domestic eggs
3851,10-05-2015,butter
2528,15-03-2014,candy
2669,29-03-2015,frankfurter
4707,11-02-2015,root vegetables
2961,16-11-2015,mayonnaise
3491,06-06-2015,fruit/vegetable juice
1575,20-09-2014,shopping bags
1510,17-04-2014,whole milk
1574,17-06-2014,soda
3574,05-11-2015,canned beer
1708,18-09-2015,turkey
3535,01-09-2015,soda
3396,24-10-2014,frozen fish
2876,09-09-2015,other vegetables
1569,20-05-2014,berries
1016,30-09-2015,rolls/buns
2799,12-08-2015,whole milk
4207,17-03-2015,rolls/buns
3050,20-10-2015,sausage
3684,05-01-2014,newspapers
2952,12-01-2014,sugar
2139,02-03-2014,other vegetables
4805,04-05-2015,rolls/buns
3099,16-12-2014,cream cheese 
2581,22-08-2015,soda
3722,01-08-2014,whole milk
1160,04-09-2015,chewing gum
1110,11-12-2014,soda
1711,18-06-2015,frankfurter
3728,17-06-2014,dessert
4213,06-11-2014,coffee
1113,29-03-2015,pork
3271,20-11-2014,soda
4538,19-08-2014,other vegetables
4109,05-12-2014,rolls/buns
4887,12-11-2014,chocolate
3673,09-05-2014,domestic eggs
3343,11-02-2014,hygiene articles
1773,18-12-2014,canned vegetables
4461,13-02-2015,tropical fruit
3434,10-06-2015,chicken
2391,05-12-2015,frozen meals
3890,11-01-2015,rolls/buns
2733,04-01-2014,soda
1682,25-06-2015,pip fruit
4553,13-06-2015,coffee
1634,09-02-2015,yogurt
4822,26-02-2015,other vegetables
3361,21-06-2015,finished products
3732,26-01-2015,other vegetables
4892,09-01-2015,curd
2471,12-08-2014,ice cream
4180,04-06-2015,whole milk
3126,02-12-2014,sausage
1304,30-04-2015,dishes
1125,19-11-2015,citrus fruit
4873,03-09-2015,curd
3081,26-05-2014,specialty vegetables
4078,14-11-2015,fruit/vegetable juice
4068,10-01-2015,frankfurter
1237,16-10-2014,sugar
4572,29-10-2015,bottled beer
4704,07-11-2014,other vegetables
2005,20-04-2015,pork
3380,16-05-2015,pasta
4105,29-05-2015,tropical fruit
4353,12-07-2014,tropical fruit
4760,02-04-2015,salty snack
2037,05-05-2014,citrus fruit
1384,23-03-2015,soda
4159,29-05-2014,other vegetables
3790,26-07-2015,sweet spreads
4500,08-06-2015,flour
1336,10-03-2015,flour
2650,05-10-2015,semi-finished bread
3493,02-02-2015,citrus fruit
2293,31-03-2014,napkins
3276,03-04-2015,chocolate
2164,19-03-2015,semi-finished bread
2715,15-03-2015,other vegetables
3456,22-04-2015,other vegetables
3690,24-04-2015,spread cheese
1796,15-08-2015,sausage
4362,14-01-2014,rolls/buns
2904,28-09-2014,pastry
1747,17-09-2014,curd
1895,23-11-2014,long life bakery product
4629,24-09-2014,whipped/sour cream
1889,28-08-2015,ham
2598,11-11-2015,brandy
3246,29-10-2014,fruit/vegetable juice
1283,22-09-2015,chicken
2338,22-09-2014,other vegetables
4745,29-09-2015,canned fish
4694,07-07-2015,misc. beverages
2440,02-03-2015,root vegetables
3259,12-03-2014,other vegetables
1754,08-07-2015,canned beer
2156,08-05-2014,rolls/buns
3435,22-01-2014,bottled water
1858,25-01-2015,butter milk
4009,14-07-2015,newspapers
3732,26-01-2015,berries
3096,22-08-2015,napkins
3749,29-04-2014,specialty cheese
4034,29-08-2015,whole milk
2646,11-11-2015,rolls/buns
2855,05-08-2015,frozen dessert
3099,10-02-2014,butter
3140,03-08-2014,salty snack
4821,12-12-2014,rolls/buns
2741,17-02-2015,soda
3562,13-08-2015,zwieback
1954,06-08-2015,canned fish
4902,21-11-2014,salty snack
3768,06-01-2014,dessert
3831,07-03-2015,flour
2440,26-06-2014,jam
3100,06-03-2015,waffles
2749,27-01-2015,misc. beverages
3786,10-02-2015,UHT-milk
1905,31-07-2015,candy
4961,02-11-2014,candy
3640,08-10-2015,pastry
3779,10-10-2015,domestic eggs
2706,03-10-2015,newspapers
2004,14-09-2014,pastry
2141,21-02-2014,yogurt
2196,12-02-2014,whole milk
2974,26-12-2015,packaged fruit/vegetables
4112,27-04-2015,bottled water
3258,19-12-2014,curd
2045,10-02-2014,soda
3787,02-03-2014,pip fruit
2093,12-06-2015,pastry
4773,31-10-2015,other vegetables
1389,18-02-2015,root vegetables
1073,03-12-2015,finished products
3018,27-06-2015,rolls/buns
4649,19-09-2014,fruit/vegetable juice
4659,26-12-2014,pasta
4236,13-05-2014,napkins
4753,31-08-2014,specialty chocolate
3204,16-12-2014,cream cheese 
2229,31-01-2015,pet care
1841,10-05-2015,pip fruit
4718,12-06-2015,flower soil/fertilizer
1881,15-10-2015,beverages
1866,13-07-2015,chicken
4825,17-01-2015,butter
1128,10-05-2014,white bread
1873,14-02-2015,pastry
1764,03-01-2014,salty snack
1045,12-01-2014,butter
3815,15-09-2015,coffee
1872,24-08-2015,other vegetables
2610,01-01-2014,bottled beer
3100,11-08-2014,pastry
4970,22-08-2014,whipped/sour cream
3357,08-06-2015,newspapers
3864,29-10-2014,pork
4661,09-06-2014,butter
4818,07-01-2014,pip fruit
1879,01-06-2014,sugar
1738,06-09-2014,dessert
2480,01-03-2014,other vegetables
4831,27-02-2015,pastry
3007,02-12-2014,canned beer
3082,22-05-2015,whole milk
2237,16-01-2014,sliced cheese
2931,05-07-2014,seasonal products
3854,26-06-2014,whole milk
1414,24-05-2015,other vegetables
4148,26-06-2014,whipped/sour cream
1694,01-10-2014,rolls/buns
3507,10-11-2015,pip fruit
4003,14-11-2014,processed cheese
1477,14-03-2014,packaged fruit/vegetables
3947,16-04-2015,packaged fruit/vegetables
4587,23-05-2014,seasonal products
1954,06-08-2015,shopping bags
2693,21-05-2014,white bread
3651,24-01-2015,hamburger meat
1388,08-05-2014,ice cream
1810,13-10-2014,newspapers
1237,22-02-2014,cleaner
4411,22-07-2015,curd
2013,30-08-2015,domestic eggs
4890,14-09-2015,meat
1383,24-03-2014,onions
3004,10-02-2015,liquor (appetizer)
2411,24-03-2014,herbs
3535,28-02-2015,pip fruit
2814,17-07-2015,hamburger meat
1114,25-04-2014,chocolate
2389,06-06-2014,UHT-milk
1849,30-03-2014,spread cheese
2586,10-07-2015,tropical fruit
3812,04-04-2014,cereals
3086,04-04-2015,newspapers
3989,23-09-2014,meat
3615,13-08-2015,whole milk
2359,05-07-2014,whole milk
4603,12-02-2014,brown bread
4969,09-09-2014,shopping bags
2357,08-07-2015,baking powder
2295,13-06-2014,rolls/buns
4699,16-03-2014,abrasive cleaner
2102,04-12-2014,pet care
4236,25-11-2015,brown bread
2548,11-11-2015,whole milk
2552,08-10-2014,root vegetables
1426,08-07-2015,pip fruit
4735,27-03-2014,pet care
1553,21-07-2015,other vegetables
1949,13-04-2014,candy
2898,23-07-2014,bottled water
1507,14-09-2014,flower (seeds)
3535,16-02-2014,rolls/buns
4291,07-08-2014,sugar
1588,19-01-2015,pork
1008,21-07-2015,white wine
1603,23-07-2015,canned beer
4414,15-10-2014,whipped/sour cream
4919,30-03-2015,citrus fruit
2462,08-01-2015,pork
3621,02-11-2015,butter
2916,12-08-2014,whole milk
3561,26-05-2014,frankfurter
3156,02-01-2014,whipped/sour cream
2982,25-06-2015,citrus fruit
3914,28-11-2014,rolls/buns
1186,09-02-2014,butter
1882,09-07-2015,chicken
2996,26-09-2015,hygiene articles
1794,17-09-2015,bottled beer
1197,12-05-2014,beef
4144,06-11-2015,root vegetables
1793,25-08-2014,hard cheese
3659,12-11-2014,pork
1175,10-06-2015,shopping bags
4318,28-08-2014,cream cheese 
4370,12-02-2014,other vegetables
1004,19-08-2014,pastry
3059,05-03-2014,sausage
4138,12-06-2015,waffles
3866,20-04-2014,finished products
4765,08-01-2014,spread cheese
3474,25-08-2015,root vegetables
2713,28-09-2014,long life bakery product
3897,01-02-2015,soda
2987,16-04-2014,coffee
2502,15-04-2015,sugar
1209,05-03-2014,yogurt
1546,03-01-2015,whipped/sour cream
2188,28-07-2015,rolls/buns
2851,05-05-2014,herbs
3682,24-12-2014,other vegetables
1299,03-06-2015,whole milk
3010,21-01-2014,rolls/buns
4235,19-12-2015,berries
2272,07-06-2014,frankfurter
1516,28-01-2015,brown bread
4048,03-07-2014,margarine
4440,01-03-2014,newspapers
4159,11-07-2014,cat food
3308,19-08-2015,newspapers
3781,21-04-2015,root vegetables
4394,13-11-2014,detergent
4578,08-09-2014,napkins
4191,28-04-2015,chicken
2933,06-04-2015,yogurt
2166,04-05-2014,tropical fruit
4844,23-02-2015,whole milk
2573,19-01-2014,Instant food products
2438,25-05-2014,tropical fruit
2971,04-03-2014,shopping bags
1646,15-08-2015,butter milk
3635,26-02-2015,grapes
4990,14-12-2015,tropical fruit
1912,22-08-2015,bottled beer
2357,23-09-2015,soda
2784,24-12-2014,misc. beverages
1102,27-06-2015,white bread
3119,22-01-2014,salty snack
1402,14-10-2014,rolls/buns
3497,24-09-2015,other vegetables
3570,14-09-2014,oil
1290,24-04-2015,whole milk
4572,27-06-2014,cat food
4588,30-04-2015,soft cheese
1673,08-04-2014,grapes
3365,25-10-2015,canned beer
2996,08-01-2015,domestic eggs
2101,07-01-2015,chocolate
1226,12-11-2015,citrus fruit
4745,01-04-2014,soda
2303,31-01-2014,decalcifier
3308,21-08-2014,bottled water
3390,21-02-2015,abrasive cleaner
1844,27-04-2014,pastry
3170,17-01-2015,waffles
4468,12-03-2014,sliced cheese
3774,16-02-2015,ice cream
4550,20-11-2014,sausage
3227,20-08-2014,soda
4657,21-09-2014,processed cheese
2509,20-04-2015,root vegetables
3557,02-02-2015,frankfurter
2428,11-02-2014,sugar
4799,08-08-2014,frozen meals
3470,04-10-2015,bottled beer
3120,08-11-2014,beef
1648,01-05-2015,pork
4221,04-05-2014,dish cleaner
1110,20-11-2015,soda
1892,20-11-2015,honey
3707,10-12-2014,herbs
4634,15-05-2015,ham
4462,02-04-2015,yogurt
3297,30-03-2014,tropical fruit
2797,08-08-2014,soda
1087,20-04-2014,whole milk
3508,28-02-2015,frozen dessert
4449,30-03-2015,citrus fruit
4238,12-12-2015,cereals
1031,26-08-2015,beverages
4267,13-09-2015,sausage
4416,03-09-2014,candy
1696,01-03-2015,newspapers
4552,19-06-2015,soda
4442,24-03-2014,processed cheese
2618,05-01-2014,specialty chocolate
3344,21-01-2014,canned beer
4648,14-09-2015,instant coffee
2337,04-03-2014,canned beer
1254,19-04-2015,white wine
1236,11-05-2015,cling film/bags
4877,06-11-2015,canned beer
3358,21-02-2015,fruit/vegetable juice
4595,11-06-2014,salty snack
3426,21-10-2014,hard cheese
1396,22-07-2015,shopping bags
3139,23-01-2014,citrus fruit
1336,23-01-2014,rolls/buns
4748,19-04-2014,whole milk
2511,04-10-2014,artif. sweetener
1135,29-04-2015,whole milk
4215,30-06-2015,whole milk
4078,21-06-2014,margarine
4455,04-01-2015,citrus fruit
1862,21-05-2014,liquor (appetizer)
1487,02-11-2014,cling film/bags
1692,28-06-2015,whole milk
1890,12-04-2014,pork
1810,09-06-2014,pork
4633,14-04-2015,brown bread
3786,11-05-2015,curd
4854,22-10-2014,other vegetables
4951,13-03-2015,tropical fruit
4398,17-08-2014,salty snack
